,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq,date
14,22.200000762939453,12,31,15,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3.10009241104126,961,225,2014
15,17.329999923706055,16,14,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2.8524391651153564,196,0,2014
16,7.5,12,10,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0149030685424805,100,0,2014
17,10.630000114440918,13,16,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2.363680124282837,256,100,2014
18,3.5999999046325684,12,13,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.280933856964111,169,0,2014
19,4.5,12,36,6,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.504077434539795,1296,36,2014
20,6.880000114440918,12,11,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.928618669509888,121,16,2014
21,8.479999542236328,12,29,13,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2.1377103328704834,841,169,2014
22,6.329999923706055,16,9,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8453001976013184,81,81,2014
23,0.5299999713897705,12,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.6348783373832703,9,1,2014
24,6.0,11,37,8,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.7917594909667969,1369,64,2014
25,9.5600004196167,16,3,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2.2575876712799072,9,9,2014
26,7.78000020980835,16,11,10,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.051556348800659,121,100,2014
27,12.5,16,31,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.525728702545166,961,0,2014
28,12.5,15,30,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2.525728702545166,900,0,2014
29,3.25,8,9,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1.178655028343201,81,1,2014
30,13.0,14,23,5,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2.5649492740631104,529,25,2014
31,4.5,14,2,5,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1.504077434539795,4,25,2014
32,9.68000030517578,13,16,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.27006196975708,256,256,2014
33,5.0,12,7,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.6094379425048828,49,9,2014
34,4.679999828338623,12,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.5432981252670288,9,0,2014
35,4.269999980926514,16,22,4,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1.4516137838363647,484,16,2014
36,6.150000095367432,12,15,6,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1.816452145576477,225,36,2014
37,3.509999990463257,4,39,15,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1.2556160688400269,1521,225,2014
38,3.0,14,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.0986123085021973,9,9,2014
39,6.25,12,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.8325815200805664,121,0,2014
40,7.809999942779541,12,3,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2.0554049015045166,9,0,2014
41,10.0,12,20,5,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,1,0,2.3025851249694824,400,25,2014
42,4.5,14,16,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.504077434539795,256,0,2014
43,4.0,11,45,12,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.3862943649291992,2025,144,2014
44,6.380000114440918,13,11,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.8531681299209597,121,16,2014
45,13.699999809265137,15,20,13,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2.6173958778381348,400,169,2014
46,1.6699999570846558,10,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5128235816955566,1,0,2014
47,2.930000066757202,12,36,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1.0750024318695068,1296,4,2014
48,3.650000095367432,14,9,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.2947272062301636,81,4,2014
49,2.900000095367432,12,15,1,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1.0647107362747192,225,1,2014
50,1.6299999952316284,12,18,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4885800182819366,324,0,2014
51,8.600000381469727,16,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.1517622470855717,9,4,2014
52,5.0,12,15,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.6094379425048828,225,25,2014
53,6.0,12,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7917594909667969,49,49,2014
54,2.5,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9162907600402832,4,0,2014
55,3.25,15,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.178655028343201,9,0,2014
56,3.400000095367432,16,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.2237755060195925,1,1,2014
57,10.0,8,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.3025851249694824,169,0,2014
58,21.6299991607666,18,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0740811824798584,64,64,2014
59,4.380000114440918,16,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.4770487546920776,49,0,2014
60,11.710000038146973,13,40,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.4604432582855225,1600,400,2014
61,12.390000343322754,14,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.516889810562134,1764,25,2014
62,6.25,10,36,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.8325815200805664,1296,64,2014
63,3.7100000381469727,10,13,0,1,1,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1.311031937599182,169,0,2014
64,7.78000020980835,14,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.051556348800659,81,9,2014
65,19.979999542236328,14,26,23,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2.9947316646575928,676,529,2014
66,6.25,16,7,4,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,49,16,2014
67,10.0,12,25,3,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,625,9,2014
68,5.710000038146973,16,10,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.7422189712524414,100,25,2014
69,2.0,12,3,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471824645996,9,4,2014
70,5.710000038146973,16,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.7422189712524414,9,0,2014
71,13.079999923706056,17,17,2,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2.571084260940552,289,4,2014
72,4.909999847412109,12,17,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5912739038467407,289,64,2014
73,2.9100000858306885,12,20,34,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0681531429290771,400,1156,2014
74,3.75,12,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.3217558860778809,49,0,2014
75,11.899999618530272,13,24,19,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2.4765384197235107,576,361,2014
76,4.0,12,28,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.3862943649291992,784,0,2014
77,3.0999999046325684,12,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.1314021348953247,4,1,2014
78,8.449999809265137,12,19,13,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1341664791107178,361,169,2014
79,7.139999866485596,18,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9657127857208248,169,0,2014
80,4.5,9,22,5,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.504077434539795,484,25,2014
81,4.650000095367432,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5368672609329224,9,1,2014
82,2.900000095367432,10,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,16,0,2014
83,6.670000076293945,12,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.8976198434829712,49,25,2014
84,3.5,12,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.2527629137039185,36,4,2014
85,3.259999990463257,12,13,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.181727170944214,169,9,2014
86,3.25,12,14,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.178655028343201,196,0,2014
87,8.0,12,14,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2.079441547393799,196,16,2014
88,9.850000381469728,8,40,24,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2874715328216557,1600,576,2014
89,7.5,12,11,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0149030685424805,121,49,2014
90,5.909999847412109,12,14,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7766457796096802,196,36,2014
91,11.760000228881836,14,40,39,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.4647040367126465,1600,1521,2014
92,3.0,12,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0,2014
93,4.809999942779541,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.5706970691680908,4,0,2014
94,6.5,12,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.8718022108078003,16,1,2014
95,4.0,9,19,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3862943649291992,361,1,2014
96,3.5,13,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2527629137039185,1,0,2014
97,13.15999984741211,12,34,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.577181816101074,1156,484,2014
98,4.25,14,5,2,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1.4469189643859863,25,4,2014
99,3.5,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.2527629137039185,9,0,2014
100,5.130000114440918,15,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.6351057291030884,36,36,2014
101,3.75,12,14,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1.3217558860778809,196,0,2014
102,4.5,12,35,12,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.504077434539795,1225,144,2014
103,7.630000114440918,12,8,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2.032087802886963,64,16,2014
104,15.0,14,7,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,49,49,2014
105,6.849999904632568,15,11,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1.9242486953735352,121,9,2014
106,13.329999923706056,12,14,11,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2.590017080307007,196,121,2014
107,6.670000076293945,12,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8976198434829712,1225,100,2014
108,2.5299999713897705,12,46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.9282193183898926,2116,0,2014
109,9.800000190734863,17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.2823824882507324,49,0,2014
110,3.369999885559082,11,45,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.2149126529693604,2025,144,2014
111,24.979999542236328,18,29,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2180755138397217,841,625,2014
112,5.400000095367432,12,6,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.686398983001709,36,9,2014
113,6.110000133514404,14,15,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1.8099267482757568,225,0,2014
114,4.199999809265137,14,33,16,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.4350844621658323,1089,256,2014
115,3.75,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.3217558860778809,225,0,2014
116,3.5,14,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.2527629137039185,25,0,2014
117,3.640000104904175,12,7,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.291983723640442,49,4,2014
118,3.799999952316284,15,6,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1.3350011110305786,36,1,2014
119,3.0,8,33,12,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0986123085021973,1089,144,2014
120,5.0,16,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,4,1,2014
121,4.630000114440918,14,4,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.5325568914413452,16,0,2014
122,3.0,15,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.0986123085021973,1,0,2014
123,3.200000047683716,12,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.1631507873535156,841,0,2014
124,3.910000085830689,18,17,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.3635374307632446,289,9,2014
125,6.429999828338623,16,17,3,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.8609745502471924,289,9,2014
126,5.480000019073486,10,36,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.7011051177978516,1296,9,2014
127,1.5,8,31,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.4054650962352752,961,900,2014
128,2.900000095367432,10,23,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0647107362747192,529,4,2014
129,5.0,11,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,169,1,2014
130,8.920000076293945,18,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.188295841217041,9,9,2014
131,5.0,15,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.6094379425048828,225,0,2014
132,3.5199999809265137,12,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2584609985351562,2304,1,2014
133,2.900000095367432,11,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0647107362747192,36,0,2014
134,4.5,12,12,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1.504077434539795,144,0,2014
135,2.25,12,5,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.8109301924705505,25,0,2014
136,5.0,14,19,5,0,0,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,361,25,2014
137,10.0,16,9,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,81,9,2014
138,3.75,2,39,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1.3217558860778809,1521,169,2014
139,10.0,14,28,11,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3025851249694824,784,121,2014
140,10.949999809265137,16,23,20,0,0,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,2.3933393955230717,529,400,2014
141,7.900000095367432,12,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0668628215789795,4,0,2014
142,4.71999979019165,12,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5518087148666382,225,1,2014
143,5.840000152587891,13,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1.7647308111190796,25,0,2014
144,3.829999923706055,12,18,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1.342864751815796,324,4,2014
145,3.200000047683716,15,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1.1631507873535156,4,4,2014
146,2.0,10,3,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0.6931471824645996,9,0,2014
147,4.5,12,31,4,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1.504077434539795,961,16,2014
148,11.550000190734863,16,20,5,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,2.446685552597046,400,25,2014
149,2.140000104904175,13,34,15,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.7608059048652649,1156,225,2014
150,2.380000114440918,9,5,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8671005368232727,25,0,2014
151,3.75,12,11,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3217558860778809,121,0,2014
152,5.519999980926514,13,31,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.7083778381347656,961,9,2014
153,6.5,12,8,5,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1.8718022108078003,64,25,2014
154,3.0999999046325684,12,2,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1.1314021348953247,4,4,2014
155,10.0,14,18,5,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,324,25,2014
156,6.630000114440918,16,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.8916047811508176,9,0,2014
157,10.0,16,3,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2.3025851249694824,9,4,2014
158,2.309999942779541,9,4,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0.8372474908828735,16,1,2014
159,6.880000114440918,18,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.928618669509888,16,16,2014
160,2.8299999237060547,10,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0402766466140747,1,0,2014
161,3.130000114440918,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1.1410330533981323,1,0,2014
162,8.0,13,28,5,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2.079441547393799,784,25,2014
163,4.5,12,47,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.504077434539795,2209,16,2014
164,8.649999618530273,18,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.157559394836426,169,1,2014
165,2.0,13,2,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.6931471824645996,4,36,2014
166,4.75,12,48,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.5581445693969729,2304,4,2014
167,6.25,13,6,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,36,25,2014
168,6.0,13,8,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1.7917594909667969,64,0,2014
169,15.380000114440918,13,25,21,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2.733067989349365,625,441,2014
170,14.579999923706056,18,13,7,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.6796507835388184,169,49,2014
171,12.5,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.525728702545166,64,1,2014
172,5.25,12,19,10,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1.658228039741516,361,100,2014
173,2.1700000762939453,13,1,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.7747272253036499,1,16,2014
174,7.139999866485596,12,43,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9657127857208248,1849,25,2014
175,6.21999979019165,12,19,9,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.827769875526428,361,81,2014
176,9.0,12,11,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.1972246170043945,121,25,2014
177,10.0,14,43,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.3025851249694824,1849,16,2014
178,5.769999980926514,10,44,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.7526720762252808,1936,9,2014
179,4.0,12,22,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1.3862943649291992,484,121,2014
180,8.75,16,3,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2.169053792953491,9,4,2014
181,6.53000020980835,16,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.876407027244568,9,4,2014
182,7.599999904632568,12,41,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2.0281481742858887,1681,121,2014
183,5.0,14,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.6094379425048828,25,0,2014
184,5.0,12,14,11,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.6094379425048828,196,121,2014
185,21.86000061035156,12,24,16,0,0,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,3.084658622741699,576,256,2014
186,8.640000343322754,12,28,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2.156402587890625,784,64,2014
187,3.299999952316284,12,25,8,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1939224004745483,625,64,2014
188,4.440000057220459,12,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.4906543493270874,9,0,2014
189,4.550000190734863,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5151273012161257,121,0,2014
190,3.5,12,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2527629137039185,49,36,2014
191,6.25,16,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.8325815200805664,81,4,2014
192,3.849999904632568,16,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.348073124885559,25,0,2014
193,6.179999828338623,14,9,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.82131826877594,81,9,2014
194,2.9100000858306885,11,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1.0681531429290771,1,0,2014
195,6.25,16,2,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.8325815200805664,4,1,2014
196,6.25,12,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.8325815200805664,169,0,2014
197,9.050000190734863,12,10,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,2.202764749526977,100,4,2014
198,10.0,17,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.3025851249694824,25,9,2014
199,11.109999656677246,12,30,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.407845497131348,900,64,2014
200,6.880000114440918,12,31,19,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1.928618669509888,961,361,2014
201,8.75,16,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.169053792953491,1,4,2014
202,10.0,8,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.3025851249694824,81,0,2014
203,3.049999952316284,12,10,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1.1151416301727295,100,0,2014
204,3.0,12,38,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0986123085021973,1444,0,2014
205,5.800000190734863,12,19,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1.7578579187393188,361,36,2014
206,4.099999904632568,16,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.4109869003295898,25,0,2014
207,8.0,12,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.079441547393799,676,4,2014
208,6.150000095367432,12,35,12,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.816452145576477,1225,144,2014
209,2.700000047683716,9,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.9932518005371094,4,0,2014
210,2.75,13,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0116009712219238,1,4,2014
211,3.0,16,19,10,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0986123085021973,361,100,2014
212,3.0,14,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1.0986123085021973,9,4,2014
213,7.360000133514404,8,36,24,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.996059894561768,1296,576,2014
214,7.5,14,29,24,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2.0149030685424805,841,576,2014
